No	x	y	z	Rx	Ry	Rz
1519 -8.22749 1.09471 0.546429 90 262.421 0
1520 -8.28185 0.548552 0.546429 90 266.211 0
1521 -8.3 -2.97953e-08 1.09286 90 -90 0
1522 -8.28185 -0.548552 1.09286 90 -86.2105 0
1523 -8.22749 -1.09471 1.09286 90 -82.4211 0
1524 -8.13715 -1.63607 1.09286 90 -78.6316 0
1525 -8.01123 -2.17028 1.09286 90 -74.8421 0
1526 -7.85028 -2.69501 1.09286 90 -71.0526 0
1527 -7.655 -3.20794 1.09286 90 -67.2632 0
1528 -7.42625 -3.70685 1.09286 90 -63.4737 0
1529 -7.16503 -4.18955 1.09286 90 -59.6842 0
1530 -6.87247 -4.65393 1.09286 90 -55.8947 0
1531 -6.54987 -5.09797 1.09286 90 -52.1053 0
1532 -6.19862 -5.5197 1.09286 90 -48.3158 0
1533 -5.82027 -5.91731 1.09286 90 -44.5263 0
1534 -5.41646 -6.28903 1.09286 90 -40.7368 0
1535 -4.98897 -6.63326 1.09286 90 -36.9474 0
1536 -4.53967 -6.94848 1.09286 90 -33.1579 0
1537 -4.07052 -7.23332 1.09286 90 -29.3684 0
1538 -3.58356 -7.48653 1.09286 90 -25.5789 0
1539 -3.08094 -7.707 1.09286 90 -21.7895 0
1540 -2.56484 -7.89377 1.09286 90 -18 0
1541 -2.03753 -8.04602 1.09286 90 -14.2105 0
1542 -1.50131 -8.16309 1.09286 90 -10.4211 0
1543 -0.958522 -8.24447 1.09286 90 -6.63158 0
1544 -0.411545 -8.28979 1.09286 90 -2.84211 0
1545 0.137232 -8.29887 1.09286 90 0.947368 0
1546 0.685409 -8.27165 1.09286 90 4.73684 0
1547 1.23059 -8.20827 1.09286 90 8.52632 0
1548 1.77039 -8.10899 1.09286 90 12.3158 0
1549 2.30244 -7.97426 1.09286 90 16.1053 0
1550 2.82443 -7.80465 1.09286 90 19.8947 0
1551 3.33407 -7.60092 1.09286 90 23.6842 0
1552 3.82913 -7.36395 1.09286 90 27.4737 0
1553 4.30745 -7.09478 1.09286 90 31.2632 0
1554 4.76693 -6.79459 1.09286 90 35.0526 0
1555 5.20556 -6.46468 1.09286 90 38.8421 0
1556 5.62144 -6.10651 1.09286 90 42.6316 0
1557 6.01273 -5.72163 1.09286 90 46.4211 0
1558 6.37773 -5.31174 1.09286 90 50.2105 0
1559 6.71484 -4.87862 1.09286 90 54 0
1560 7.02259 -4.42416 1.09286 90 57.7895 0
1561 7.29963 -3.95036 1.09286 90 61.5789 0
1562 7.54475 -3.45929 1.09286 90 65.3684 0
1563 7.75689 -2.95309 1.09286 90 69.1579 0
1564 7.9351 -2.43398 1.09286 90 72.9474 0
1565 8.07861 -1.90422 1.09286 90 76.7368 0
1566 8.1868 -1.36614 1.09286 90 80.5263 0
1567 8.25919 -0.822078 1.09286 90 84.3158 0
1568 8.29546 -0.274426 1.09286 90 88.1053 0
1569 8.29546 0.274426 1.09286 90 91.8947 0
1570 8.25919 0.822078 1.09286 90 95.6842 0
1571 8.1868 1.36614 1.09286 90 99.4737 0
1572 8.07861 1.90422 1.09286 90 103.263 0
1573 7.9351 2.43398 1.09286 90 107.053 0
1574 7.75689 2.95309 1.09286 90 110.842 0
1575 7.54475 3.45929 1.09286 90 114.632 0
1576 7.29963 3.95036 1.09286 90 118.421 0
1577 7.02259 4.42416 1.09286 90 122.211 0
1578 6.71484 4.87862 1.09286 90 126 0
1579 6.37773 5.31174 1.09286 90 129.789 0
1580 6.01273 5.72163 1.09286 90 133.579 0
1581 5.62144 6.10651 1.09286 90 137.368 0
1582 5.20556 6.46468 1.09286 90 141.158 0
1583 4.76693 6.79459 1.09286 90 144.947 0
1584 4.30745 7.09478 1.09286 90 148.737 0
1585 3.82913 7.36395 1.09286 90 152.526 0
1586 3.33407 7.60092 1.09286 90 156.316 0
1587 2.82443 7.80465 1.09286 90 160.105 0
1588 2.30244 7.97426 1.09286 90 163.895 0
1589 1.77039 8.10899 1.09286 90 167.684 0
1590 1.23059 8.20827 1.09286 90 171.474 0
1591 0.685409 8.27165 1.09286 90 175.263 0
1592 0.137232 8.29887 1.09286 90 179.053 0
1593 -0.411545 8.28979 1.09286 90 182.842 0
1594 -0.958522 8.24447 1.09286 90 186.632 0
1595 -1.50131 8.16309 1.09286 90 190.421 0
1596 -2.03753 8.04602 1.09286 90 194.211 0
1597 -2.56484 7.89377 1.09286 90 198 0
1598 -3.08094 7.707 1.09286 90 201.789 0
1599 -3.58356 7.48653 1.09286 90 205.579 0
1600 -4.07052 7.23332 1.09286 90 209.368 0
1601 -4.53967 6.94848 1.09286 90 213.158 0
1602 -4.98897 6.63326 1.09286 90 216.947 0
1603 -5.41646 6.28903 1.09286 90 220.737 0
1604 -5.82027 5.91731 1.09286 90 224.526 0
1605 -6.19862 5.5197 1.09286 90 228.316 0
1606 -6.54987 5.09797 1.09286 90 232.105 0
1607 -6.87247 4.65393 1.09286 90 235.895 0
1608 -7.16503 4.18955 1.09286 90 239.684 0
1609 -7.42625 3.70685 1.09286 90 243.474 0
1610 -7.655 3.20794 1.09286 90 247.263 0
1611 -7.85028 2.69501 1.09286 90 251.053 0
1612 -8.01123 2.17028 1.09286 90 254.842 0
1613 -8.13715 1.63607 1.09286 90 258.632 0
1614 -8.22749 1.09471 1.09286 90 262.421 0
1615 -8.28185 0.548552 1.09286 90 266.211 0
1616 -8.3 -2.97953e-08 1.63929 90 -90 0
1617 -8.28185 -0.548552 1.63929 90 -86.2105 0
1618 -8.22749 -1.09471 1.63929 90 -82.4211 0
1619 -8.13715 -1.63607 1.63929 90 -78.6316 0
1620 -8.01123 -2.17028 1.63929 90 -74.8421 0
1621 -7.85028 -2.69501 1.63929 90 -71.0526 0
1622 -7.655 -3.20794 1.63929 90 -67.2632 0
1623 -7.42625 -3.70685 1.63929 90 -63.4737 0
1624 -7.16503 -4.18955 1.63929 90 -59.6842 0
1625 -6.87247 -4.65393 1.63929 90 -55.8947 0
1626 -6.54987 -5.09797 1.63929 90 -52.1053 0
1627 -6.19862 -5.5197 1.63929 90 -48.3158 0
1628 -5.82027 -5.91731 1.63929 90 -44.5263 0
1629 -5.41646 -6.28903 1.63929 90 -40.7368 0
1630 -4.98897 -6.63326 1.63929 90 -36.9474 0
1631 -4.53967 -6.94848 1.63929 90 -33.1579 0
1632 -4.07052 -7.23332 1.63929 90 -29.3684 0
1633 -3.58356 -7.48653 1.63929 90 -25.5789 0
1634 -3.08094 -7.707 1.63929 90 -21.7895 0
1635 -2.56484 -7.89377 1.63929 90 -18 0
1636 -2.03753 -8.04602 1.63929 90 -14.2105 0
1637 -1.50131 -8.16309 1.63929 90 -10.4211 0
1638 -0.958522 -8.24447 1.63929 90 -6.63158 0
1639 -0.411545 -8.28979 1.63929 90 -2.84211 0
1640 0.137232 -8.29887 1.63929 90 0.947368 0
1641 0.685409 -8.27165 1.63929 90 4.73684 0
1642 1.23059 -8.20827 1.63929 90 8.52632 0
1643 1.77039 -8.10899 1.63929 90 12.3158 0
1644 2.30244 -7.97426 1.63929 90 16.1053 0
1645 2.82443 -7.80465 1.63929 90 19.8947 0
1646 3.33407 -7.60092 1.63929 90 23.6842 0
1647 3.82913 -7.36395 1.63929 90 27.4737 0
1648 4.30745 -7.09478 1.63929 90 31.2632 0
1649 4.76693 -6.79459 1.63929 90 35.0526 0
1650 5.20556 -6.46468 1.63929 90 38.8421 0
1651 5.62144 -6.10651 1.63929 90 42.6316 0
1652 6.01273 -5.72163 1.63929 90 46.4211 0
1653 6.37773 -5.31174 1.63929 90 50.2105 0
1654 6.71484 -4.87862 1.63929 90 54 0
1655 7.02259 -4.42416 1.63929 90 57.7895 0
1656 7.29963 -3.95036 1.63929 90 61.5789 0
1657 7.54475 -3.45929 1.63929 90 65.3684 0
1658 7.75689 -2.95309 1.63929 90 69.1579 0
1659 7.9351 -2.43398 1.63929 90 72.9474 0
1660 8.07861 -1.90422 1.63929 90 76.7368 0
1661 8.1868 -1.36614 1.63929 90 80.5263 0
1662 8.25919 -0.822078 1.63929 90 84.3158 0
1663 8.29546 -0.274426 1.63929 90 88.1053 0
1664 8.29546 0.274426 1.63929 90 91.8947 0
1665 8.25919 0.822078 1.63929 90 95.6842 0
1666 8.1868 1.36614 1.63929 90 99.4737 0
1667 8.07861 1.90422 1.63929 90 103.263 0
1668 7.9351 2.43398 1.63929 90 107.053 0
1669 7.75689 2.95309 1.63929 90 110.842 0
1670 7.54475 3.45929 1.63929 90 114.632 0
1671 7.29963 3.95036 1.63929 90 118.421 0
1672 7.02259 4.42416 1.63929 90 122.211 0
1673 6.71484 4.87862 1.63929 90 126 0
1674 6.37773 5.31174 1.63929 90 129.789 0
1675 6.01273 5.72163 1.63929 90 133.579 0
1676 5.62144 6.10651 1.63929 90 137.368 0
1677 5.20556 6.46468 1.63929 90 141.158 0
1678 4.76693 6.79459 1.63929 90 144.947 0
1679 4.30745 7.09478 1.63929 90 148.737 0
1680 3.82913 7.36395 1.63929 90 152.526 0
1681 3.33407 7.60092 1.63929 90 156.316 0
1682 2.82443 7.80465 1.63929 90 160.105 0
1683 2.30244 7.97426 1.63929 90 163.895 0
1684 1.77039 8.10899 1.63929 90 167.684 0
1685 1.23059 8.20827 1.63929 90 171.474 0
1686 0.685409 8.27165 1.63929 90 175.263 0
1687 0.137232 8.29887 1.63929 90 179.053 0
1688 -0.411545 8.28979 1.63929 90 182.842 0
1689 -0.958522 8.24447 1.63929 90 186.632 0
1690 -1.50131 8.16309 1.63929 90 190.421 0
1691 -2.03753 8.04602 1.63929 90 194.211 0
1692 -2.56484 7.89377 1.63929 90 198 0
1693 -3.08094 7.707 1.63929 90 201.789 0
1694 -3.58356 7.48653 1.63929 90 205.579 0
1695 -4.07052 7.23332 1.63929 90 209.368 0
1696 -4.53967 6.94848 1.63929 90 213.158 0
1697 -4.98897 6.63326 1.63929 90 216.947 0
1698 -5.41646 6.28903 1.63929 90 220.737 0
1699 -5.82027 5.91731 1.63929 90 224.526 0
1700 -6.19862 5.5197 1.63929 90 228.316 0
1701 -6.54987 5.09797 1.63929 90 232.105 0
1702 -6.87247 4.65393 1.63929 90 235.895 0
1703 -7.16503 4.18955 1.63929 90 239.684 0
1704 -7.42625 3.70685 1.63929 90 243.474 0
1705 -7.655 3.20794 1.63929 90 247.263 0
1706 -7.85028 2.69501 1.63929 90 251.053 0
1707 -8.01123 2.17028 1.63929 90 254.842 0
1708 -8.13715 1.63607 1.63929 90 258.632 0
1709 -8.22749 1.09471 1.63929 90 262.421 0
1710 -8.28185 0.548552 1.63929 90 266.211 0
1711 -8.3 -2.97953e-08 2.18571 90 -90 0
1712 -8.28185 -0.548552 2.18571 90 -86.2105 0
1713 -8.22749 -1.09471 2.18571 90 -82.4211 0
1714 -8.13715 -1.63607 2.18571 90 -78.6316 0
1715 -8.01123 -2.17028 2.18571 90 -74.8421 0
1716 -7.85028 -2.69501 2.18571 90 -71.0526 0
1717 -7.655 -3.20794 2.18571 90 -67.2632 0
1718 -7.42625 -3.70685 2.18571 90 -63.4737 0
1719 -7.16503 -4.18955 2.18571 90 -59.6842 0
1720 -6.87247 -4.65393 2.18571 90 -55.8947 0
1721 -6.54987 -5.09797 2.18571 90 -52.1053 0
1722 -6.19862 -5.5197 2.18571 90 -48.3158 0
1723 -5.82027 -5.91731 2.18571 90 -44.5263 0
1724 -5.41646 -6.28903 2.18571 90 -40.7368 0
1725 -4.98897 -6.63326 2.18571 90 -36.9474 0
1726 -4.53967 -6.94848 2.18571 90 -33.1579 0
1727 -4.07052 -7.23332 2.18571 90 -29.3684 0
1728 -3.58356 -7.48653 2.18571 90 -25.5789 0
1729 -3.08094 -7.707 2.18571 90 -21.7895 0
1730 -2.56484 -7.89377 2.18571 90 -18 0
1731 -2.03753 -8.04602 2.18571 90 -14.2105 0
1732 -1.50131 -8.16309 2.18571 90 -10.4211 0
1733 -0.958522 -8.24447 2.18571 90 -6.63158 0
1734 -0.411545 -8.28979 2.18571 90 -2.84211 0
1735 0.137232 -8.29887 2.18571 90 0.947368 0
1736 0.685409 -8.27165 2.18571 90 4.73684 0
1737 1.23059 -8.20827 2.18571 90 8.52632 0
1738 1.77039 -8.10899 2.18571 90 12.3158 0
1739 2.30244 -7.97426 2.18571 90 16.1053 0
1740 2.82443 -7.80465 2.18571 90 19.8947 0
1741 3.33407 -7.60092 2.18571 90 23.6842 0
1742 3.82913 -7.36395 2.18571 90 27.4737 0
1743 4.30745 -7.09478 2.18571 90 31.2632 0
1744 4.76693 -6.79459 2.18571 90 35.0526 0
1745 5.20556 -6.46468 2.18571 90 38.8421 0
1746 5.62144 -6.10651 2.18571 90 42.6316 0
1747 6.01273 -5.72163 2.18571 90 46.4211 0
1748 6.37773 -5.31174 2.18571 90 50.2105 0
1749 6.71484 -4.87862 2.18571 90 54 0
1750 7.02259 -4.42416 2.18571 90 57.7895 0
1751 7.29963 -3.95036 2.18571 90 61.5789 0
1752 7.54475 -3.45929 2.18571 90 65.3684 0
1753 7.75689 -2.95309 2.18571 90 69.1579 0
1754 7.9351 -2.43398 2.18571 90 72.9474 0
1755 8.07861 -1.90422 2.18571 90 76.7368 0
1756 8.1868 -1.36614 2.18571 90 80.5263 0
1757 8.25919 -0.822078 2.18571 90 84.3158 0
1758 8.29546 -0.274426 2.18571 90 88.1053 0
1759 8.29546 0.274426 2.18571 90 91.8947 0
1760 8.25919 0.822078 2.18571 90 95.6842 0
1761 8.1868 1.36614 2.18571 90 99.4737 0
1762 8.07861 1.90422 2.18571 90 103.263 0
1763 7.9351 2.43398 2.18571 90 107.053 0
1764 7.75689 2.95309 2.18571 90 110.842 0
1765 7.54475 3.45929 2.18571 90 114.632 0
1766 7.29963 3.95036 2.18571 90 118.421 0
1767 7.02259 4.42416 2.18571 90 122.211 0
1768 6.71484 4.87862 2.18571 90 126 0
1769 6.37773 5.31174 2.18571 90 129.789 0
1770 6.01273 5.72163 2.18571 90 133.579 0
1771 5.62144 6.10651 2.18571 90 137.368 0
1772 5.20556 6.46468 2.18571 90 141.158 0
1773 4.76693 6.79459 2.18571 90 144.947 0
1774 4.30745 7.09478 2.18571 90 148.737 0
1775 3.82913 7.36395 2.18571 90 152.526 0
1776 3.33407 7.60092 2.18571 90 156.316 0
1777 2.82443 7.80465 2.18571 90 160.105 0
1778 2.30244 7.97426 2.18571 90 163.895 0
1779 1.77039 8.10899 2.18571 90 167.684 0
1780 1.23059 8.20827 2.18571 90 171.474 0
1781 0.685409 8.27165 2.18571 90 175.263 0
1782 0.137232 8.29887 2.18571 90 179.053 0
1783 -0.411545 8.28979 2.18571 90 182.842 0
1784 -0.958522 8.24447 2.18571 90 186.632 0
1785 -1.50131 8.16309 2.18571 90 190.421 0
1786 -2.03753 8.04602 2.18571 90 194.211 0
1787 -2.56484 7.89377 2.18571 90 198 0
1788 -3.08094 7.707 2.18571 90 201.789 0
1789 -3.58356 7.48653 2.18571 90 205.579 0
1790 -4.07052 7.23332 2.18571 90 209.368 0
1791 -4.53967 6.94848 2.18571 90 213.158 0
1792 -4.98897 6.63326 2.18571 90 216.947 0
1793 -5.41646 6.28903 2.18571 90 220.737 0
1794 -5.82027 5.91731 2.18571 90 224.526 0
1795 -6.19862 5.5197 2.18571 90 228.316 0
1796 -6.54987 5.09797 2.18571 90 232.105 0
1797 -6.87247 4.65393 2.18571 90 235.895 0
1798 -7.16503 4.18955 2.18571 90 239.684 0
1799 -7.42625 3.70685 2.18571 90 243.474 0
1800 -7.655 3.20794 2.18571 90 247.263 0
1801 -7.85028 2.69501 2.18571 90 251.053 0
1802 -8.01123 2.17028 2.18571 90 254.842 0
1803 -8.13715 1.63607 2.18571 90 258.632 0
1804 -8.22749 1.09471 2.18571 90 262.421 0
1805 -8.28185 0.548552 2.18571 90 266.211 0
1806 -8.3 -2.97953e-08 2.73214 90 -90 0
1807 -8.28185 -0.548552 2.73214 90 -86.2105 0
1808 -8.22749 -1.09471 2.73214 90 -82.4211 0
1809 -8.13715 -1.63607 2.73214 90 -78.6316 0
1810 -8.01123 -2.17028 2.73214 90 -74.8421 0
1811 -7.85028 -2.69501 2.73214 90 -71.0526 0
1812 -7.655 -3.20794 2.73214 90 -67.2632 0
1813 -7.42625 -3.70685 2.73214 90 -63.4737 0
1814 -7.16503 -4.18955 2.73214 90 -59.6842 0
1815 -6.87247 -4.65393 2.73214 90 -55.8947 0
1816 -6.54987 -5.09797 2.73214 90 -52.1053 0
1817 -6.19862 -5.5197 2.73214 90 -48.3158 0
1818 -5.82027 -5.91731 2.73214 90 -44.5263 0
1819 -5.41646 -6.28903 2.73214 90 -40.7368 0
1820 -4.98897 -6.63326 2.73214 90 -36.9474 0
1821 -4.53967 -6.94848 2.73214 90 -33.1579 0
1822 -4.07052 -7.23332 2.73214 90 -29.3684 0
1823 -3.58356 -7.48653 2.73214 90 -25.5789 0
1824 -3.08094 -7.707 2.73214 90 -21.7895 0
1825 -2.56484 -7.89377 2.73214 90 -18 0
1826 -2.03753 -8.04602 2.73214 90 -14.2105 0
1827 -1.50131 -8.16309 2.73214 90 -10.4211 0
1828 -0.958522 -8.24447 2.73214 90 -6.63158 0
1829 -0.411545 -8.28979 2.73214 90 -2.84211 0
1830 0.137232 -8.29887 2.73214 90 0.947368 0
1831 0.685409 -8.27165 2.73214 90 4.73684 0
1832 1.23059 -8.20827 2.73214 90 8.52632 0
1833 1.77039 -8.10899 2.73214 90 12.3158 0
1834 2.30244 -7.97426 2.73214 90 16.1053 0
1835 2.82443 -7.80465 2.73214 90 19.8947 0
1836 3.33407 -7.60092 2.73214 90 23.6842 0
1837 3.82913 -7.36395 2.73214 90 27.4737 0
1838 4.30745 -7.09478 2.73214 90 31.2632 0
1839 4.76693 -6.79459 2.73214 90 35.0526 0
1840 5.20556 -6.46468 2.73214 90 38.8421 0
1841 5.62144 -6.10651 2.73214 90 42.6316 0
1842 6.01273 -5.72163 2.73214 90 46.4211 0
1843 6.37773 -5.31174 2.73214 90 50.2105 0
1844 6.71484 -4.87862 2.73214 90 54 0
1845 7.02259 -4.42416 2.73214 90 57.7895 0
1846 7.29963 -3.95036 2.73214 90 61.5789 0
1847 7.54475 -3.45929 2.73214 90 65.3684 0
1848 7.75689 -2.95309 2.73214 90 69.1579 0
1849 7.9351 -2.43398 2.73214 90 72.9474 0
1850 8.07861 -1.90422 2.73214 90 76.7368 0
1851 8.1868 -1.36614 2.73214 90 80.5263 0
1852 8.25919 -0.822078 2.73214 90 84.3158 0
1853 8.29546 -0.274426 2.73214 90 88.1053 0
1854 8.29546 0.274426 2.73214 90 91.8947 0
1855 8.25919 0.822078 2.73214 90 95.6842 0
1856 8.1868 1.36614 2.73214 90 99.4737 0
1857 8.07861 1.90422 2.73214 90 103.263 0
1858 7.9351 2.43398 2.73214 90 107.053 0
1859 7.75689 2.95309 2.73214 90 110.842 0
1860 7.54475 3.45929 2.73214 90 114.632 0
1861 7.29963 3.95036 2.73214 90 118.421 0
1862 7.02259 4.42416 2.73214 90 122.211 0
1863 6.71484 4.87862 2.73214 90 126 0
1864 6.37773 5.31174 2.73214 90 129.789 0
1865 6.01273 5.72163 2.73214 90 133.579 0
1866 5.62144 6.10651 2.73214 90 137.368 0
1867 5.20556 6.46468 2.73214 90 141.158 0
1868 4.76693 6.79459 2.73214 90 144.947 0
1869 4.30745 7.09478 2.73214 90 148.737 0
1870 3.82913 7.36395 2.73214 90 152.526 0
1871 3.33407 7.60092 2.73214 90 156.316 0
1872 2.82443 7.80465 2.73214 90 160.105 0
1873 2.30244 7.97426 2.73214 90 163.895 0
1874 1.77039 8.10899 2.73214 90 167.684 0
1875 1.23059 8.20827 2.73214 90 171.474 0
1876 0.685409 8.27165 2.73214 90 175.263 0
1877 0.137232 8.29887 2.73214 90 179.053 0
1878 -0.411545 8.28979 2.73214 90 182.842 0
1879 -0.958522 8.24447 2.73214 90 186.632 0
1880 -1.50131 8.16309 2.73214 90 190.421 0
1881 -2.03753 8.04602 2.73214 90 194.211 0
1882 -2.56484 7.89377 2.73214 90 198 0
1883 -3.08094 7.707 2.73214 90 201.789 0
1884 -3.58356 7.48653 2.73214 90 205.579 0
1885 -4.07052 7.23332 2.73214 90 209.368 0
1886 -4.53967 6.94848 2.73214 90 213.158 0
1887 -4.98897 6.63326 2.73214 90 216.947 0
1888 -5.41646 6.28903 2.73214 90 220.737 0
1889 -5.82027 5.91731 2.73214 90 224.526 0
1890 -6.19862 5.5197 2.73214 90 228.316 0
1891 -6.54987 5.09797 2.73214 90 232.105 0
1892 -6.87247 4.65393 2.73214 90 235.895 0
1893 -7.16503 4.18955 2.73214 90 239.684 0
1894 -7.42625 3.70685 2.73214 90 243.474 0
1895 -7.655 3.20794 2.73214 90 247.263 0
1896 -7.85028 2.69501 2.73214 90 251.053 0
1897 -8.01123 2.17028 2.73214 90 254.842 0
1898 -8.13715 1.63607 2.73214 90 258.632 0
1899 -8.22749 1.09471 2.73214 90 262.421 0
1900 -8.28185 0.548552 2.73214 90 266.211 0
1901 -8.3 -2.97953e-08 3.27857 90 -90 0
1902 -8.28185 -0.548552 3.27857 90 -86.2105 0
1903 -8.22749 -1.09471 3.27857 90 -82.4211 0
1904 -8.13715 -1.63607 3.27857 90 -78.6316 0
1905 -8.01123 -2.17028 3.27857 90 -74.8421 0
1906 -7.85028 -2.69501 3.27857 90 -71.0526 0
1907 -7.655 -3.20794 3.27857 90 -67.2632 0
1908 -7.42625 -3.70685 3.27857 90 -63.4737 0
1909 -7.16503 -4.18955 3.27857 90 -59.6842 0
1910 -6.87247 -4.65393 3.27857 90 -55.8947 0
1911 -6.54987 -5.09797 3.27857 90 -52.1053 0
1912 -6.19862 -5.5197 3.27857 90 -48.3158 0
1913 -5.82027 -5.91731 3.27857 90 -44.5263 0
1914 -5.41646 -6.28903 3.27857 90 -40.7368 0
1915 -4.98897 -6.63326 3.27857 90 -36.9474 0
1916 -4.53967 -6.94848 3.27857 90 -33.1579 0
1917 -4.07052 -7.23332 3.27857 90 -29.3684 0
1918 -3.58356 -7.48653 3.27857 90 -25.5789 0
1919 -3.08094 -7.707 3.27857 90 -21.7895 0
1920 -2.56484 -7.89377 3.27857 90 -18 0
1921 -2.03753 -8.04602 3.27857 90 -14.2105 0
1922 -1.50131 -8.16309 3.27857 90 -10.4211 0
1923 -0.958522 -8.24447 3.27857 90 -6.63158 0
1924 -0.411545 -8.28979 3.27857 90 -2.84211 0
1925 0.137232 -8.29887 3.27857 90 0.947368 0
1926 0.685409 -8.27165 3.27857 90 4.73684 0
1927 1.23059 -8.20827 3.27857 90 8.52632 0
1928 1.77039 -8.10899 3.27857 90 12.3158 0
1929 2.30244 -7.97426 3.27857 90 16.1053 0
1930 2.82443 -7.80465 3.27857 90 19.8947 0
1931 3.33407 -7.60092 3.27857 90 23.6842 0
1932 3.82913 -7.36395 3.27857 90 27.4737 0
1933 4.30745 -7.09478 3.27857 90 31.2632 0
1934 4.76693 -6.79459 3.27857 90 35.0526 0
1935 5.20556 -6.46468 3.27857 90 38.8421 0
1936 5.62144 -6.10651 3.27857 90 42.6316 0
1937 6.01273 -5.72163 3.27857 90 46.4211 0
1938 6.37773 -5.31174 3.27857 90 50.2105 0
1939 6.71484 -4.87862 3.27857 90 54 0
1940 7.02259 -4.42416 3.27857 90 57.7895 0
1941 7.29963 -3.95036 3.27857 90 61.5789 0
1942 7.54475 -3.45929 3.27857 90 65.3684 0
1943 7.75689 -2.95309 3.27857 90 69.1579 0
1944 7.9351 -2.43398 3.27857 90 72.9474 0
1945 8.07861 -1.90422 3.27857 90 76.7368 0
1946 8.1868 -1.36614 3.27857 90 80.5263 0
1947 8.25919 -0.822078 3.27857 90 84.3158 0
1948 8.29546 -0.274426 3.27857 90 88.1053 0
1949 8.29546 0.274426 3.27857 90 91.8947 0
1950 8.25919 0.822078 3.27857 90 95.6842 0
1951 8.1868 1.36614 3.27857 90 99.4737 0
1952 8.07861 1.90422 3.27857 90 103.263 0
1953 7.9351 2.43398 3.27857 90 107.053 0
1954 7.75689 2.95309 3.27857 90 110.842 0
1955 7.54475 3.45929 3.27857 90 114.632 0
1956 7.29963 3.95036 3.27857 90 118.421 0
1957 7.02259 4.42416 3.27857 90 122.211 0
1958 6.71484 4.87862 3.27857 90 126 0
1959 6.37773 5.31174 3.27857 90 129.789 0
1960 6.01273 5.72163 3.27857 90 133.579 0
1961 5.62144 6.10651 3.27857 90 137.368 0
1962 5.20556 6.46468 3.27857 90 141.158 0
1963 4.76693 6.79459 3.27857 90 144.947 0
1964 4.30745 7.09478 3.27857 90 148.737 0
1965 3.82913 7.36395 3.27857 90 152.526 0
1966 3.33407 7.60092 3.27857 90 156.316 0
1967 2.82443 7.80465 3.27857 90 160.105 0
1968 2.30244 7.97426 3.27857 90 163.895 0
1969 1.77039 8.10899 3.27857 90 167.684 0
1970 1.23059 8.20827 3.27857 90 171.474 0
1971 0.685409 8.27165 3.27857 90 175.263 0
1972 0.137232 8.29887 3.27857 90 179.053 0
1973 -0.411545 8.28979 3.27857 90 182.842 0
1974 -0.958522 8.24447 3.27857 90 186.632 0
1975 -1.50131 8.16309 3.27857 90 190.421 0
1976 -2.03753 8.04602 3.27857 90 194.211 0
1977 -2.56484 7.89377 3.27857 90 198 0
1978 -3.08094 7.707 3.27857 90 201.789 0
1979 -3.58356 7.48653 3.27857 90 205.579 0
1980 -4.07052 7.23332 3.27857 90 209.368 0
1981 -4.53967 6.94848 3.27857 90 213.158 0
1982 -4.98897 6.63326 3.27857 90 216.947 0
1983 -5.41646 6.28903 3.27857 90 220.737 0
1984 -5.82027 5.91731 3.27857 90 224.526 0
1985 -6.19862 5.5197 3.27857 90 228.316 0
1986 -6.54987 5.09797 3.27857 90 232.105 0
1987 -6.87247 4.65393 3.27857 90 235.895 0
1988 -7.16503 4.18955 3.27857 90 239.684 0
1989 -7.42625 3.70685 3.27857 90 243.474 0
1990 -7.655 3.20794 3.27857 90 247.263 0
1991 -7.85028 2.69501 3.27857 90 251.053 0
1992 -8.01123 2.17028 3.27857 90 254.842 0
1993 -8.13715 1.63607 3.27857 90 258.632 0
1994 -8.22749 1.09471 3.27857 90 262.421 0
1995 -8.28185 0.548552 3.27857 90 266.211 0
1996 -8.3 -2.97953e-08 3.825 90 -90 0
1997 -8.28185 -0.548552 3.825 90 -86.2105 0
1998 -8.22749 -1.09471 3.825 90 -82.4211 0
1999 -8.13715 -1.63607 3.825 90 -78.6316 0
2000 -8.01123 -2.17028 3.825 90 -74.8421 0
2001 -7.85028 -2.69501 3.825 90 -71.0526 0
2002 -7.655 -3.20794 3.825 90 -67.2632 0
2003 -7.42625 -3.70685 3.825 90 -63.4737 0
2004 -7.16503 -4.18955 3.825 90 -59.6842 0
2005 -6.87247 -4.65393 3.825 90 -55.8947 0
2006 -6.54987 -5.09797 3.825 90 -52.1053 0
2007 -6.19862 -5.5197 3.825 90 -48.3158 0
2008 -5.82027 -5.91731 3.825 90 -44.5263 0
2009 -5.41646 -6.28903 3.825 90 -40.7368 0
2010 -4.98897 -6.63326 3.825 90 -36.9474 0
2011 -4.53967 -6.94848 3.825 90 -33.1579 0
2012 -4.07052 -7.23332 3.825 90 -29.3684 0
2013 -3.58356 -7.48653 3.825 90 -25.5789 0
2014 -3.08094 -7.707 3.825 90 -21.7895 0
2015 -2.56484 -7.89377 3.825 90 -18 0
2016 -2.03753 -8.04602 3.825 90 -14.2105 0
2017 -1.50131 -8.16309 3.825 90 -10.4211 0
2018 -0.958522 -8.24447 3.825 90 -6.63158 0
2019 -0.411545 -8.28979 3.825 90 -2.84211 0
2020 0.137232 -8.29887 3.825 90 0.947368 0
2021 0.685409 -8.27165 3.825 90 4.73684 0
2022 1.23059 -8.20827 3.825 90 8.52632 0
2023 1.77039 -8.10899 3.825 90 12.3158 0
